           0   1.0000000000000000     
           1   2.0000000000000000     
           2   3.1415927410125732     
           3   4.1887903213500977     
           4   4.9348024751914465     
           5   5.2637893068708772     
           6   5.1677132114641093     
           7   4.7247663647671860     
           8   4.0587125781926048     
           9   3.2985092698962117     
          10   2.5501643947012624     
          11   1.8841041415397490     
          12   1.3352629917970349     
          13  0.91062890682661557     
          14  0.59926464605318519     
          15  0.38144335512569488     
          16  0.23533068274826943     
          17  0.14098113830239578     
          18   8.2145907184388453E-002
          19   4.6621612706368019E-002
          20   2.5806898571436736E-002
          21   1.3949154290726221E-002
          22   7.3704332018248537E-003
          23   3.8106575533052075E-003
          24   1.9295749537475849E-003
          25   9.5772272863586989E-004
